ercot_name,canonical_name,occurrences,suggested_substation,suggested_confidence,suggested_method
EB_20,EB 20,1,Ih 20 Substation,0.44,hybrid_fuzzy
HANNIBAL_1,HANNIBAL 1,1,Fluvanna Wind 1 Substation,0.44,hybrid_fuzzy
HOTWELLS_1,HOTWELLS 1,1,Phillips #1 Substation,0.44,hybrid_fuzzy
HOTWELLS_2,HOTWELLS 2,1,Phillips #2 Substation,0.44,hybrid_fuzzy
H_HOLLOW_EB,HOLLOW EB,1,Wolf Hollow Substation,0.44,hybrid_fuzzy
INDNENR_1_RN,INDNENR 1,1,Harlingen #1 Substation,0.44,hybrid_fuzzy
LN_WEAVER,LN WEAVER,1,Weaver Road Substation,0.44,hybrid_fuzzy
MIDLAIRP_2,MIDLAIRP 2,1,Phillips #2 Substation,0.44,hybrid_fuzzy
MIL_E_3,MIL 3,1,Imc #3 Substation,0.44,hybrid_fuzzy
MIL_E_4,MIL 4,1,Imc #4 Substation,0.44,hybrid_fuzzy
MOORE_FL_L_A,MOORE FL,1,Moore County Substation,0.44,hybrid_fuzzy
MOORE_FL_L_B,MOORE FL,1,Moore County Substation,0.44,hybrid_fuzzy
MOORE_FL_RN,MOORE FL,1,Moore County Substation,0.44,hybrid_fuzzy
R_INDNENR_1,INDNENR 1,1,Harlingen #1 Substation,0.44,hybrid_fuzzy
SAINT_JO_K,SAINT JO,1,Saint Hedwig Substation,0.44,hybrid_fuzzy
SAN_SANMIGG1,SAN SANMIGG1,1,San Saba Substation,0.44,hybrid_fuzzy
SCLPCOGN_E_2,SCLPCOGN 2,1,Cliffton 2 Substation,0.44,hybrid_fuzzy
SC_1,SC 1,1,Usaa #1 Substation,0.44,hybrid_fuzzy
SODA_EB5202,SODA EB5202,1,Soda Lake Substation,0.44,hybrid_fuzzy
SRWE1_MAIN,SRWE1 MAIN,1,North Main Substation,0.44,hybrid_fuzzy
SR_WIND_1,SR 1,1,Usaa #1 Substation,0.44,hybrid_fuzzy
ST_KO,SAINT KO,1,Saint Hedwig Substation,0.44,hybrid_fuzzy
WEBBER_S_4,WEBBER 4,1,Sweetwater Wind 4 Substation,0.44,hybrid_fuzzy
WHITE_P_0001,WHITE 0001,1,White City Substation,0.44,hybrid_fuzzy
WHITE_P_0002,WHITE 0002,1,White City Substation,0.44,hybrid_fuzzy
WHITE_P_0006,WHITE 0006,1,White City Substation,0.44,hybrid_fuzzy
WHITE_P_0011,WHITE 0011,1,White City Substation,0.44,hybrid_fuzzy
WHITE_P_3553,WHITE 3553,1,White City Substation,0.44,hybrid_fuzzy
WHITE_P_8300,WHITE 8300,1,White City Substation,0.44,hybrid_fuzzy
WHITE_P_9100,WHITE 9100,1,White City Substation,0.44,hybrid_fuzzy
WHITE_P_9200,WHITE 9200,1,White City Substation,0.44,hybrid_fuzzy
PANDA_T1_L2,PANDA T1 L2,1,Panda Temple 2 Substation,0.438,hybrid_fuzzy
BRAUNIG_2,BRAUNIG 2,1,Braunig Switchyard,0.437,hybrid_fuzzy
CAPELLA_BE01,CAPELLA BE01,1,Capella Station,0.437,hybrid_fuzzy
CARRIZO_LD02,CARRIZO LD02,1,Carrizo Springs Substation,0.437,hybrid_fuzzy
LATIMER_1,LATIMER 1,1,Latimer Switchyard,0.437,hybrid_fuzzy
LATIMER_2,LATIMER 2,1,Latimer Switchyard,0.437,hybrid_fuzzy
R_BRAUNIG_1,BRAUNIG 1,1,Braunig Switchyard,0.437,hybrid_fuzzy
R_BRAUNIG_2,BRAUNIG 2,1,Braunig Switchyard,0.437,hybrid_fuzzy
36TH_2,36TH 2,1,36Th Street Substation,0.435,hybrid_fuzzy
36TH_3,36TH 3,1,36Th Street Substation,0.435,hybrid_fuzzy
AMISTAD_1,AMISTAD 1,1,Kermit #1 Substation,0.435,hybrid_fuzzy
AMISTAD_2,AMISTAD 2,1,Kermit #2 Substation,0.435,hybrid_fuzzy
AMISTAD_E_1,AMISTAD 1,1,Kermit #1 Substation,0.435,hybrid_fuzzy
AMO_AMOCO_G1,AMO AMOCO G1,1,Amoco Substation,0.435,hybrid_fuzzy
AMO_AMOCO_G2,AMO AMOCO G2,1,Amoco Substation,0.435,hybrid_fuzzy
AMO_AMOCO_G3,AMO AMOCO G3,1,Amoco Substation,0.435,hybrid_fuzzy
AMO_AMOCO_S1,AMO AMOCO S1,1,Amoco Substation,0.435,hybrid_fuzzy
AMO_AMOCO_S2,AMO AMOCO S2,1,Amoco Substation,0.435,hybrid_fuzzy
BEN_138A,BEN 138A,1,Ben Davis Substation,0.435,hybrid_fuzzy
BIG_W_D101,BIG D101,1,Big Sandy Substation,0.435,hybrid_fuzzy
BOWIE_T_8,BOWIE 8,1,Camp Bowie Substation,0.435,hybrid_fuzzy
BRP_LOOP_RN,BRP LOOP,1,Long Loop Substation,0.435,hybrid_fuzzy
B_DAVIS_KA,DAVIS KA,1,Ben Davis Substation,0.435,hybrid_fuzzy
COSDN_2,COSDN 2,1,Cliffton 2 Substation,0.435,hybrid_fuzzy
FALCON_E_1,FALCON 1,1,Clifton 1 Substation,0.435,hybrid_fuzzy
FLCNS_E_1,FLCNS 1,1,Fluvanna Wind 1 Substation,0.435,hybrid_fuzzy
FT_8035,FORT 8035,1,Fort Sam Substation,0.435,hybrid_fuzzy
FT_8081,FORT 8081,1,Fort Sam Substation,0.435,hybrid_fuzzy
FT_8082,FORT 8082,1,Fort Sam Substation,0.435,hybrid_fuzzy
FT_8083,FORT 8083,1,Fort Sam Substation,0.435,hybrid_fuzzy
FT_8090,FORT 8090,1,Fort Sam Substation,0.435,hybrid_fuzzy
FT_8092,FORT 8092,1,Fort Sam Substation,0.435,hybrid_fuzzy
GIDEON_1,GIDEON 1,1,Clifton 1 Substation,0.435,hybrid_fuzzy
GRAYBUS_1,GRAYBUS 1,1,Brazos Wind 1 Substation,0.435,hybrid_fuzzy
GRAYBUS_2,GRAYBUS 2,1,Brazos Wind 2 Substation,0.435,hybrid_fuzzy
HLSES_1,HLSES 1,1,Phillips #1 Substation,0.435,hybrid_fuzzy
INDL_1,INDL 1,1,Kingsland 1 Substation,0.435,hybrid_fuzzy
LHORN_N_U1_2,LHORN 2,1,Hagerman #2 Substation,0.435,hybrid_fuzzy
MAIN_1,MAIN 1,1,Harlingen #1 Substation,0.435,hybrid_fuzzy
MDANP_CT1_2,MDANP 2,1,Hagerman #2 Substation,0.435,hybrid_fuzzy
PARIS_SW1_5X,PARIS SW1 5X,1,Paris Substation,0.435,hybrid_fuzzy
PARIS_SW1_5Y,PARIS SW1 5Y,1,Paris Substation,0.435,hybrid_fuzzy
PARIS_SW1_5Z,PARIS SW1 5Z,1,Paris Substation,0.435,hybrid_fuzzy
PAWNEE_1,PAWNEE 1,1,Fayette Plant #1 Substation,0.435,hybrid_fuzzy
PAWNEE_2,PAWNEE 2,1,Fayette Plant #2 Substation,0.435,hybrid_fuzzy
PC_SOUTH_LD1,PC SOUTH LD1,1,South Substation,0.435,hybrid_fuzzy
PC_SOUTH_LD2,PC SOUTH LD2,1,South Substation,0.435,hybrid_fuzzy
PINN_LN1,PINN LN1,1,Pinn Road Substation,0.435,hybrid_fuzzy
R_GIDEON_1,GIDEON 1,1,Clifton 1 Substation,0.435,hybrid_fuzzy
R_HLSES_1,HLSES 1,1,Phillips #1 Substation,0.435,hybrid_fuzzy
R_HLSES_2,HLSES 2,1,Phillips #2 Substation,0.435,hybrid_fuzzy
SAN_138D,SAN 138D,1,San Diego Substation,0.435,hybrid_fuzzy
TNAMOCO___1,TNAMOCO 1,1,Navajo #1 Substation,0.435,hybrid_fuzzy
VANDRBLT_3,VANDRBLT 3,1,Duval #3 Substation,0.435,hybrid_fuzzy
WFTANK_1,WFTANK 1,1,Clifton 1 Substation,0.435,hybrid_fuzzy
BROADVEW_2,BROADVEW 2,1,Raymondville #2 Substation,0.433,hybrid_fuzzy
LEON_LCPCT1,LEON LCPCT1,1,Leon Junction Substation,0.433,hybrid_fuzzy
LEON_LCPCT2,LEON LCPCT2,1,Leon Junction Substation,0.433,hybrid_fuzzy
LEON_LCPCT3,LEON LCPCT3,1,Leon Junction Substation,0.433,hybrid_fuzzy
LEON_LCPCT4,LEON LCPCT4,1,Leon Junction Substation,0.433,hybrid_fuzzy
SUN_9,SUN 9,1,#9,0.433,hybrid_fuzzy
TUTTLE_1357,TUTTLE 1357,1,Tuttle Conoco,0.433,hybrid_fuzzy
TUTTLE_1361,TUTTLE 1361,1,Tuttle Conoco,0.433,hybrid_fuzzy
TUTTLE_1363,TUTTLE 1363,1,Tuttle Conoco,0.433,hybrid_fuzzy
TUTTLE_1366,TUTTLE 1366,1,Tuttle Conoco,0.433,hybrid_fuzzy
WAX_9,WAX 9,1,#9,0.433,hybrid_fuzzy
COT_MAIN_1,COT MAIN 1,1,North Main Substation,0.43,hybrid_fuzzy
ANTLP_3,ANTLP 3,1,Duval #3 Substation,0.429,hybrid_fuzzy
BAYOU___138V,BAYOU 138V,1,Bayou Cogen Substation,0.429,hybrid_fuzzy
BAYOU___138W,BAYOU 138W,1,Bayou Cogen Substation,0.429,hybrid_fuzzy
BRAUNIG_KV,BRAUNIG KV,1,Braunig Switchyard,0.429,hybrid_fuzzy
CAL_1,CAL 1,1,Clifton 1 Substation,0.429,hybrid_fuzzy
CANEY___138A,CANEY 138A,1,Caney Creek Substation,0.429,hybrid_fuzzy
CANEY___138X,CANEY 138X,1,Caney Creek Substation,0.429,hybrid_fuzzy
CCEC_E_1,CCEC 1,1,Mccook 1 Substation,0.429,hybrid_fuzzy
CCEC_E_2,CCEC 2,1,Mccook 2 Substation,0.429,hybrid_fuzzy
COTULA_1,COTULA 1,1,Usaa #1 Substation,0.429,hybrid_fuzzy
DECKER__138A,DECKER 138A,1,Decker Switchyard,0.429,hybrid_fuzzy
DOW_64,DOW 64,1,Dow Pump Substation,0.429,hybrid_fuzzy
EB_STEELE,EB STEELE,1,Steele Store Substation,0.429,hybrid_fuzzy
FORSW_E_1,FORSW 1,1,Kiowa 1 Sub,0.429,hybrid_fuzzy
FTR_1,FTR 1,1,Fayette Plant #1 Substation,0.429,hybrid_fuzzy
GR_2,GR 2,1,Hagerman #2 Substation,0.429,hybrid_fuzzy
JAY_RN_1,JAY 1,1,Fayette Plant #1 Substation,0.429,hybrid_fuzzy
JUNO_1,JUNO 1,1,Navajo #1 Substation,0.429,hybrid_fuzzy
KING_NE_KS,KING NE KS,1,King Substation,0.429,hybrid_fuzzy
KING_SW_KX,KING SW KX,1,King Substation,0.429,hybrid_fuzzy
LEON_CRK_T,LEON CRK,1,Leon Junction Substation,0.429,hybrid_fuzzy
LEON_CRK_W,LEON CRK,1,Leon Junction Substation,0.429,hybrid_fuzzy
LEON_LN1,LEON LN1,1,Leon Junction Substation,0.429,hybrid_fuzzy
LN_COLETO,LN COLETO,1,Coleto Creek Substation,0.429,hybrid_fuzzy
